EMPLID,Name,Grade
2201450,"dvkgh,lxnge",A3
6893487,"qkxah,rjwzs",A1
0119954,"peyip,kgdfc",D3
8679404,"tjugs,agnqr",B3
0985588,"iezpu,eyxec",B3
6285123,"coksx,rndzb",B3
5123464,"yscfm,luxpu",B1
3792192,"gcwtc,kqxhb",B3
6738747,"vpwug,mwqfn",B1
0481815,"gprfb,avnyb",A3
9682327,"tvncy,wztsk",D2
6053722,"kghly,okcol",D1
5851997,"wnold,umiig",C2
0767855,"flptp,yqlfj",B2
6279625,"xaytr,xamth",A5
0695679,"lnnzm,iecwe",A3
2450886,"fmkqt,fqyos",C1
3947820,"vbhpe,vcnlo",A3
4203466,"lfqap,rqcfu",D1
9495489,"nnhte,zibkz",A3
0948972,"bnbfe,wdlby",B3
1619691,"dzwaa,ffsbi",C1
5768734,"bfrbi,hmaxs",C2
8625932,"myrmx,gccqt",A5
0081849,"xyetr,ytpzv",D2
8097075,"axvdu,wdnmd",D2
8926421,"clzia,jgogk",B1
3512558,"igbpq,srbqf",A5
3043498,"kmjfd,zphtd",C3
9319556,"eiacv,lmlii",C2
6153157,"vnkgk,gftix",C3
2576860,"wmxze,imdsr",A2
7974418,"cndzc,eljgg",A2
7685329,"deqzz,fekok",A5
0251466,"hbozs,vapub",B3
8571316,"bhhab,vdodg",B2
5059912,"ajodd,qikik",D2
6713610,"sxqwa,wadjx",B1
0363320,"jwnjp,lwgbd",C2
1098209,"evxfk,vclkh",B2
6747665,"rfjht,qzurl",B2
8533163,"eskgg,guujr",A5
7808284,"nfncq,ptcgh",B3
5578557,"rzork,bwzsa",B2
1174356,"iglpx,chlyh",C3
6657835,"jiedi,huroe",B1
4460956,"kpzyu,xoswu",C3
7893899,"gvvyy,gedub",C3
1202625,"xtrpr,nhwxc",A5
7315711,"xbpmc,wezyp",B1
1648939,"ocdtb,voual",A1
0036349,"zwbrf,zmlgt",C3
4773928,"uyzqy,opfzb",C1
6334188,"ogsxl,xhtvh",C2
6427442,"umarg,wtyjn",B1
5729847,"qolcx,vsxjc",D3
0244478,"gwogf,wwhwk",D1
8783290,"ccwhf,oschn",A1
7397788,"bhcqr,llnym",D2
6721456,"utycm,bfanp",B1
8098003,"qjrfr,vyvwq",A4
9957133,"wonkg,zjdbq",A3
7019891,"pntbi,jgctx",C3
7327427,"tbvpi,rfafv",B1
4438635,"samyl,lrikx",C2
3726849,"jswir,kcxqp",D2
3901094,"rzxwv,fpefy",B1
7278262,"vpgor,roklq",A2
7201595,"dcqya,dwddm",B2
3377638,"mqyzj,krdmd",A2
4549558,"sjnzv,tnvhc",C1
7611571,"gnogf,omavf",C2
4195380,"uajtm,tgmlg",B3
0524453,"kptms,uqnwe",A2
7709742,"owbjw,yjouw",A1
5406226,"dompk,qjwox",A5
5683065,"bphrv,ljizo",A3
4975171,"vmimy,wjdbr",D2
8734458,"dovnr,bvbcs",C3
8040168,"formh,yvmut",D1
5191381,"cidbs,lynch",B1
1869958,"gietp,rwwhh",C3
5976480,"qizkl,ookke",C2
9043187,"qkrxq,gfvts",B2
7330045,"gefvj,jgcxq",A1
1201543,"utyzi,uypmq",A1
6380806,"qpwdq,amifz",A1
2687379,"iyewv,tbuxb",B2
7993707,"gofju,pmhpj",A2
2978573,"lzaem,hueku",B1
4332592,"gqwji,whook",A3
2844768,"gsjqg,zjfjw",A1
6831332,"rwxwo,gzrkm",C2
5727977,"vmpwh,vcagl",A3
6600250,"flxxo,sgcvk",D2
4346639,"mnmfw,skgpz",D2
7252245,"cycjq,avcot",A1
4083585,"xfchu,zarsd",A4
5204007,"cxwtr,fanic",A3
7937374,"yzauf,zppny",A4
5089690,"vyupx,assnx",D3
2529431,"mujoj,xwvfr",D3
6323593,"spnyf,oqwzo",B3
7877977,"yodfs,bvcdd",A3
2770750,"vjwto,ymtjl",D1
5585336,"ijdmn,cajkh",B1
8933036,"rpryy,nyjzz",D3
8972098,"wgbbq,fljux",A4
3972816,"znlvn,bdlps",A1
1059747,"fwdub,nyhyr",A4
0869942,"vcilg,ubipc",A3
0744289,"uykgo,gyjnp",D3
7904476,"vuyaw,txuzd",C1
0841879,"qlros,etdyd",A1
4544766,"ciagn,flupk",A2
6271037,"zfotq,ycwqh",D1
6860376,"shznl,ehelp",B2
5010282,"kvros,bqldq",D3
7516339,"kiegm,wypgy",C3
1812753,"difwg,omvnq",A4
6691619,"waoqi,ajpvq",C3
2681905,"wxltu,dtgoi",A3
8352028,"bwbwi,mokzi",D2
8870681,"bghom,hwtcm",A1
6492039,"mwobo,jojkd",A4
6802765,"gswqc,hirog",C1
1454952,"xunrq,igypp",D3
7271669,"wdxuy,uphgj",B1
3631679,"pslnu,dfoaq",B3
6913228,"wwyxd,zodun",B1
1361710,"xnzvk,qsozs",C3
7436803,"tveat,urgnr",C3
0758966,"kbehy,linba",C3
6938507,"ycveu,plalg",B3
7233136,"ncwzc,hmexu",D2
5368459,"ugulu,ogvcc",A4
0581953,"axehw,tcpiw",B1
8695357,"ypdqv,zsewe",A3
7919587,"wzdgp,qjzth",D2
3326718,"bfktj,dsqro",D3
5830235,"xgqly,ivaam",B2
5649678,"ftkrt,ntlai",A5
6638838,"dzonf,bgmgz",B2
1339819,"cbdtw,yomsk",A5
7709077,"jjble,vhddp",D2
2659319,"zmtoe,oquud",A1
2501201,"ijzlp,nxler",C2
3864064,"okmav,vclfg",C1
6812616,"cenpk,pjefl",C2
5916660,"jzxgp,fkogn",A5
6262273,"enmmy,wfpde",A5
7536864,"fpgqp,wcbsl",A5
9697523,"hdbxj,jfina",B3
4312094,"gqsik,aiwir",B2
3214452,"acjhv,pwjvh",B2
0669849,"giayf,wvgar",B1
9220945,"gaebn,zmddj",D1
2961717,"ryvrd,ojgze",C1
3303426,"cbjmr,adhko",A2
5347448,"qdiyh,gmyfj",A4
8539689,"klqrl,wfxfk",C2
0584370,"yfwcs,ibpao",C2
7937095,"toycw,fbczx",D2
5790396,"ojlyp,kvhxf",D3
8128005,"dvcem,hvtso",C1
8178250,"tgrzb,hwwtr",D1
7667587,"wdbpz,htrpq",A3
2057996,"kmxtn,nfhhf",A1
8031788,"cdtqr,yfmmk",A3
1789991,"mpkft,pdrgr",A3
4953858,"skeif,qruig",D2
7859350,"zrozm,jkuuk",C3
9289166,"hhhpx,fgska",D1
1249302,"vqioq,szuxf",A4
5192520,"ijtrg,jfwuj",B2
4265829,"snjrq,dygno",B2
1363349,"dxyib,iqkan",A4
3624039,"sqiyh,ttxbs",A2
6871978,"rwguu,gryso",D2
3969858,"ccjvs,syhcr",B1
3286594,"cgdth,odkep",B1
2650753,"uveaf,kubzt",C3
3619727,"uiuds,fpgis",C1
5991688,"olocs,ksgfj",D3
6362449,"vfnlp,ameka",C3
5770267,"jciea,trotv",A2
7115479,"qakzl,srnwy",D1
7799298,"atula,zyfdm",D3
7879727,"lzraa,hjlii",C3
9644270,"ibfka,lupez",B1
4006211,"qcvlj,mezeg",A5
9554911,"dbbbi,hdyxg",A5
6846375,"iipjl,aebzq",C3
5012197,"nimmi,wmfkj",C3
3953230,"dfbij,nretx",A1
5989992,"izywq,vekyh",B3
4797730,"rbwlx,jztsl",A4
4588291,"pwhcw,qmote",A4
0793237,"nluje,caqbd",A3
8675677,"aelhu,udris",D3
5664363,"uuvio,coapx",C1
1044265,"brkbk,kmbmc",A4
3153556,"ykisr,elqpp",D2
8663998,"lhkxc,lcsya",A2
4601347,"txhtf,ahyog",B1
5550446,"bkuxk,vgwlb",A2
1973782,"shylr,ypccm",A5
9839885,"fcmhu,nzdbb",A3
0136482,"wxhwm,pdyha",D3
7803960,"hxhzo,fmhzm",A2
0735199,"mxixu,hqwgp",A2
1729736,"oyimb,btxcw",B1
3571444,"zlbmi,ahuul",B3
9490292,"fbxjt,flcse",C1
6497200,"kjsyj,jmtmr",D3
9132146,"xghrl,ypifq",A3
8586440,"mufce,dtnxb",D1
2748373,"wlmpi,pyven",A2
2730274,"kkjkt,pskab",B1
6277755,"ezcyv,uhpka",B1
5944260,"anewg,blvfg",A4
9988857,"jodog,suvrx",A4
2349555,"lxixj,vgdnh",B2
9029643,"gqmoy,vfcgv",A2
2003187,"rxewk,qcsdj",C3
5617457,"hccdf,drogd",C1
8012984,"xrqke,gdquw",A1
8625635,"cmrma,fmvbp",D3
7143728,"usywu,rxuqf",D2
6092396,"dikdz,nbhio",A3
1078282,"qnbad,whbuv",C1
5960986,"bahxm,poxon",A4
9490997,"zbfjb,wsxru",A5
0586193,"huzue,vdveb",B1
2470208,"smogz,rozun",C3
5342905,"rzyxk,esnge",B1
2815227,"vljwu,mdjng",A4
1630142,"fnzmx,qwrky",D2
8280746,"etkrv,htxem",C3
3597409,"epxbr,qbisa",A3
2543560,"bsrtw,ztyws",A1
3767382,"jfzpv,qyxtl",C3
7184911,"ztbxl,tzgib",A4
1718565,"nwkby,skzen",B2
0180676,"gtzqd,ilkhp",D2
4350195,"mdykn,vurpf",A4
7686061,"fiajs,dvsef",A5
9149056,"ydvzp,bssae",A5
3168006,"chlnq,tedgs",A2
4799861,"gybtv,odeuo",B3
8762438,"wdnsn,cghkb",A5
6403321,"qobya,agmlw",D1
3152185,"vzlek,tjkku",C2
8076523,"isllz,geyvb",A2
9664173,"oggqh,xsyck",A5
8539860,"pzteo,dsoci",D3
5061628,"qmzlz,vodhh",A3
4428426,"jbotq,rmyfx",B2
9764686,"vpwwg,peyhq",B2
9622590,"oeorq,cplqs",A1
1064632,"djzgo,sisbj",C1
2799011,"cvmbl,jvdjg",D1
8672243,"axtwo,nmgiz",A1
1802671,"cjttc,xkqbi",B3
9422718,"cidee,xveqx",B2
2942034,"eqpxz,cdhkb",B3
0419704,"grfli,qbgqu",D2
8552377,"yngru,rcvjk",D3
0813521,"tpqcd,ejkaa",D2
4374442,"checs,kowzs",C2
0296506,"tfpww,jrdeq",A3
0489583,"oqkaa,xkkfc",A1
8984192,"spmxk,utylg",C1
0262067,"fibim,xwvhe",A3
2374706,"unayp,xpcoj",D1
1548015,"qamdl,juubo",A4
9836361,"ukshs,eeabc",A2
2391874,"eiwwo,abosm",C2
4167475,"iuqob,gwomw",D1
7087445,"fowpb,chlqb",C1
3453512,"kiwip,yxgjp",D2
2062192,"dhzmj,fnbil",D1
6548405,"ttqpn,aynwp",D3
9572671,"pejxu,ltxbd",D2
0737787,"grewc,hcdrc",A2
7354885,"rkasg,tptgz",C1
0181349,"cptzy,gkago",D1
4077345,"teifm,dmshn",D1
7008446,"trypq,fzbze",B3
6498142,"dhxzp,qdyol",A3
7672175,"qdkcc,usutv",C2
0283153,"mozrd,txean",B3
2966208,"bmhrl,rzwmm",D2
4779675,"ghuhh,kttpe",A1
8456300,"qbofa,ddjtv",A4
4570725,"evmyc,micax",C1
4947612,"mafxb,lfniq",A3
5427013,"mrxwt,zfnuu",D1
7891394,"dbvgf,jowoo",A5
9264192,"kedhy,qostu",B2
5261921,"idfes,ocorq",A2
2456017,"ierys,uzasv",A4
7272864,"fgftb,yuonk",C3
4924666,"mgscz,mokuf",A1
8392855,"grjjj,lxhei",A4
7722153,"yqxvf,qbcrk",A1
6989697,"ernwy,yqvfv",A5
5234798,"zdago,psfej",C3
7133456,"posbg,qnfxz",B3
4749540,"ypvmg,juqhk",B3
1408515,"gthyl,svacx",A1
4402984,"vvdgm,cwecb",A5
6047666,"nmsik,tumpr",C1
0229893,"wygzj,fpitf",B2
5041080,"kixie,ntgwx",A2
1140648,"fbimn,dudhc",A3
7975344,"xqtxo,dyyks",A2
4900427,"yuvlr,adknu",A5
7098590,"tlwix,gmuhc",D2
3121906,"xzgor,ucntn",C3
7691482,"npqcu,usgqv",A5
8865711,"woyam,flvvm",A1
2323738,"wgmdt,hgjfs",C1
3255542,"gooaa,lfmmm",B3
5097890,"hbcow,esfpf",D1
1201276,"lgyft,ygyse",B2
2896156,"oxlnj,qpzvj",C2
5666982,"lmgwf,lnxim",C1
8082763,"suqlo,jbxej",B1
5468474,"vcomf,qclrv",A3
1772006,"wrvij,ouptz",D1
1553186,"dcqze,bxmqy",D2
7333529,"vipjz,hpruf",B2
9937124,"dtwtj,jdxxz",C3
3930112,"kgxim,eeehj",A1
8616385,"ywhol,mzscy",D3
4098078,"onict,irszz",A4
1673234,"vvdsz,mkcmp",D2
3502728,"jtjew,kkwkh",D2
4124452,"fsfeb,vjruo",A2
0662840,"wngwp,noqdx",B3
4782991,"mccls,rgter",B3
9951854,"fkoku,ogvsx",D1
0772442,"vfnvj,swrja",B3
4122436,"lqwla,suppc",B2
1428724,"cxmkn,egibz",C3
7563935,"cldwr,ehctc",D3
4672904,"ermvo,durog",C1
6409755,"iunxs,jowgg",D2
3789591,"vlfvq,ehnhh",C3
9580180,"hnjgc,ylyha",A1
4139429,"fvlih,ctime",B1
3596258,"znfsz,yugbq",C2
3574900,"wqbor,eivnb",A3
7050986,"ksres,axwzj",A1
0211248,"zrccm,wrqik",A2
5985584,"eekfw,szgjv",C2
1953855,"ndnji,hpldt",B2
4523651,"xgeut,ujalf",A4
3339680,"jnfyj,inkco",C3
6823645,"itpyf,sldey",B2
8902412,"opcen,pekwj",A3
5435063,"nvhek,ttjgs",C2
5926325,"reuqi,zzwpk",A2
8091545,"nfjbv,vvzus",C1
2784983,"goaul,zzoki",A4
6329164,"vvfvj,qfokf",D2
8644993,"nnmlu,tbivj",A2
1376439,"rhylj,jbwib",A5
2014966,"lkzww,uhjad",D1
2368423,"zvtvs,zzlbr",A1
4682408,"feeqe,thfyj",C3
7036234,"fqqhy,ofwbh",A2
4379314,"zisdm,tcrpd",A3
1432647,"pigtt,fsnyr",A5
1377176,"yfjvv,vholj",B1
7888430,"roxqz,ebupv",C2
0437063,"wqeqv,bmakc",B3
5552394,"ofdpw,rbgoj",B3
0678231,"cxjle,sgcfd",B2
5912481,"abunj,supoe",B3
8040918,"pzaig,flqld",A3
9244929,"iomgv,wgwtp",D2
6963352,"dqxzy,jnfjw",A4
5174731,"ogmmo,mqzqm",A3
0707981,"afqgm,zyspl",A3
5059033,"legdj,hzjeq",B3
2312715,"liuzu,jebtd",D3
7247233,"pepxj,tjbet",A3
0177020,"peeod,huccu",A4
1644429,"dgovz,jjhth",A4
4965356,"zaluz,aiqqt",A5
1013940,"iykoa,qioxn",C3
9546113,"vlmhq,mrsow",D1
8063466,"xfzfv,yowze",A3
0694784,"bgybb,zvvfb",A1
1008288,"vriww,tcunn",D1
6943802,"zdapv,hdsiw",C2
9098750,"euxfs,axjxh",C3
7331096,"cubpi,fthrd",D3
3814895,"nyngh,pozml",C3
9693612,"tdqoh,zdcvd",B2
0319200,"vfxmu,gfxrg",D1
8088832,"xkmij,vungc",A2
1626938,"ntizv,phfsf",D3
6005093,"ydgar,dpzfc",A5
7698639,"sshcg,lxzjp",C1
9863418,"llbmz,qyprj",A2
7518262,"kvboo,lxnai",B1
4946918,"abxmd,tmwiu",D2
2735032,"liqji,mgqqe",D1
4443357,"mpgcd,cquhs",D2
6047028,"ecjou,swpgc",A5
6617722,"oaduz,lmkrw",A2
0447680,"jmota,vgugb",B3
7212382,"tmaqy,vahyg",A1
5418701,"ybjiv,blpyc",B1
8795479,"kqdew,utjff",D3
3368894,"tnzpn,mewts",C1
2606860,"nyhck,pczkn",A3
4236855,"ygowy,xxegg",C3
3005311,"ufdjc,hgngh",A4
1054769,"pupfr,qenak",C2
4046398,"dzohy,ahayj",A5
9586080,"gdios,flzgc",B3
2743055,"jqhgm,svnve",A4
8191154,"lukax,ntgcl",A3
3751856,"xplch,hqdxg",B2
9032309,"cxudf,nnrfq",C3
7213058,"wpkur,oqvxj",D2
2664352,"nmwyx,xrgio",D1
5821150,"ofcvt,ivgno",C2
8559600,"xcssc,dvfnd",C2
7464194,"kivip,phsms",D1
4980605,"ornsr,xlgkz",B3
9226566,"hqqsl,wntjv",C2
3315370,"nrzzs,huxvn",B3
6833270,"wwnrf,kjvra",D1
7021096,"rdxyc,tlqdo",B2
4714715,"nmira,acbtw",B1
5992224,"bismj,kifnf",A1
9294454,"kkdfi,bdkbu",A3
4423528,"syhuo,wqvme",C1
0420739,"pjpen,xmddf",C1
7590379,"pvxba,unavv",A1
0345073,"khuka,ieauj",D2
6408672,"pezoy,ruyyv",C2
4089047,"jcqjb,jhtwm",C1
1610921,"qlilf,ozwjn",D3
2917249,"cmbxb,mocsz",A4
9830599,"zjrrj,ovgpo",C1
8728146,"beptd,sjjwp",D1
4326909,"nhtoc,tcjmu",D2
6634729,"vqkzj,jsiwh",C3
6523409,"qkuex,fqmik",B1
9758859,"svcui,fpmum",D2
3057127,"xmvft,chjtf",C3
0874985,"edffn,vszzg",C2
2000721,"msvnp,xqjjj",A3
0974324,"lmaeo,zxayd",C2
5324432,"bgryk,lqhbr",D3
5224026,"zoybq,ieqfg",C2
2365425,"apakz,asztj",C2
2042924,"dwzjn,yraca",D1
4403554,"vciul,qdbbr",B1
7489376,"vzpal,vedhx",C1
4044271,"yfutp,xpurg",A4
0048777,"zqjmv,kkbnz",D1
1284827,"ypizu,skeqi",A4
5231311,"iwdhp,swuud",C1
7296595,"qitdm,qjvch",A5
4352974,"rvqot,nimiw",B1
7689243,"uxylp,hauvk",D3
5146799,"eyfcx,oscco",C2
8982638,"lxryj,mrgvu",C1
3377476,"leets,bhvnb",A5
6089200,"ricvk,bjdqc",C3
8793479,"fsqvc,tpdzb",C2
3243256,"xfayh,xdkxo",A3
1229819,"iixyz,rokwn",D3
3751057,"nqold,pifqh",D1
9368397,"ncjch,cqjqh",C1
3405373,"vcldx,bzlzb",B2
2255804,"yidje,spueo",A1
7544712,"rrddy,cyyoj",B1
9837178,"gpmcl,mbwfp",B1
3936573,"wfvqj,ivgvf",B1
8990688,"fibqy,ifgjn",C1
2057623,"gznhr,eqthx",D1
2486920,"ilqde,jqner",B2
6225643,"xsyca,opwsd",D2
3985150,"kdtpk,ouokt",B2
8588205,"zytwz,nehoz",C3
3438037,"zeudg,mmzyr",B2
2579119,"rweli,fkclu",A5
8119117,"vlvrn,acwyb",B3
6251101,"hxyof,nwofk",D2
6906111,"eihps,yyaux",D1
9275702,"pgktq,wilde",B2
3384146,"owkfr,yctzc",C1
8953694,"dwlvj,bheqi",C1
0816271,"zmdxk,trzth",A3
6830135,"tsrnc,zsmgg",B1
5308051,"fruzl,yplpw",D2
0336131,"fipzk,vytfp",A4
0400645,"vyyvm,kgffv",B3
0456968,"bnnpg,jvrku",A1
3650439,"ukhjx,vzluu",D1
4915816,"wqnpo,otyms",B2
2549320,"qohba,zflab",A4
7987956,"xqxdz,poebs",A4
5389491,"hbxji,emotn",A1
3624470,"nsrew,sppoy",D3
7248623,"xnbfd,hvjig",C3
7567860,"tjzpl,kvdwn",B3
3421491,"hsvfp,mfzzg",A2
7342749,"zghjn,vkzzj",A1
1828051,"rfwag,odzyz",C2
4554116,"rovdd,lkder",A2
5395327,"plefs,orseu",B2
4002964,"beilv,iuuin",A3
7379229,"fzuho,hcouo",B3
4946060,"bwisr,txgbz",D1
0282156,"jpswz,saffz",D3
6975343,"qioap,zucim",C3
4905702,"wogot,cfmpx",C1
5504396,"arfdz,wtdgg",A2
8031791,"fobwl,zdclw",A3
2401772,"dgqvt,siekv",A3
8270863,"izubo,mknlg",C2
4298877,"saprg,hjqvw",C1
7678769,"fkhyv,lsjzi",A3
0623888,"buhpv,ljlkb",A2
0122704,"snxst,gbdiu",A4
3022376,"syqqa,rdkqd",C3
3081368,"seixd,jhobu",A1
8113540,"xkvuw,pszru",A4
1983565,"ioiye,klwiu",C1
4347643,"jqabs,temkv",B2
8802845,"rrjds,vgbuw",B3
4477799,"ftrgu,bqoxg",A1
7509950,"vptst,azrpz",B2
0181882,"bkuew,jjdzc",B2
7202612,"ddone,lrejb",A5
3711946,"uliya,xyqsg",D3
7843478,"lhsez,myxbb",A3
4592631,"eczjo,vpjxi",B1
3933313,"dlckf,nwilj",D1
3241686,"kfsxn,ktedw",C2
5600168,"lufna,dqcpc",A5
3092226,"elmnm,wpkpm",D2
7990629,"zpvqf,noqsw",D2
3217765,"rntgp,jlplj",B3
9781908,"hllea,srrms",C3
2354395,"fwqod,seeyn",A5
0826314,"rprwr,qxohk",A5
3194037,"pdaxq,vvkex",B3
0270048,"ovvmi,mblqr",C2
1526692,"bbzub,tmqtb",B2
6353997,"bvafw,suirk",A4
0404106,"yfhnv,ykwgm",A4
6439977,"bqfaa,nfcpa",B1
2383262,"qxmcx,jksux",B2
3632592,"dnuei,qnqrb",C2
8437507,"tpuoc,zikjm",D1
2290463,"fpbtw,vrzxq",B1
1929007,"bshln,kxhir",B2
4745755,"ufgjz,ahbiw",C3
4740446,"dxxdq,jpbug",A2
6233050,"jyzws,rsbcv",A5
9905601,"hihor,mkyig",C2
2671500,"qsfuw,qlcvv",D2
7929093,"dajdf,daivb",D1
2571254,"wwvkw,jnvxg",D2
2777365,"pdvov,ytedj",A4
4610545,"eunpu,txwyw",C3
3465043,"mqseg,yquer",B2
1802661,"occbh,ztqlw",D2
8072447,"lkipn,yjdow",D3
6763085,"ukgxj,omkaz",D1
0712216,"iuqng,rdwdc",B2
3677046,"pfmbn,ddcjr",D3
1684548,"zwpgv,uvmqb",A3
5732355,"azktw,zhhkz",C3
1754499,"dhsjj,wacgr",D1
3582213,"ewlcp,mojqh",B3
9630609,"dudif,vmwjf",C2
5408442,"dkomh,nfkcb",C1
8949185,"jwnqn,akloj",A5
5009271,"pmnvi,tvsry",D2
9491386,"iyujb,eipat",D1
0290146,"zvnrx,ajeyo",D2
6493044,"fcmxy,ahnza",C1
7896664,"pcojl,hvtfs",B2
6945904,"kzmdh,hmijf",A2
7555584,"xzxfr,jflfk",D2
0426592,"erhgl,mxdof",A5
4779244,"bxloq,tbvgh",C1
5398770,"mtvno,lgkjs",A4
9131596,"kmowl,utsgd",B2
2075269,"sxnnm,yvwsr",C1
0814727,"jnoos,gfaia",B1
0578633,"tcxgg,davkd",C3
5063518,"prgph,eqyik",B1
5827020,"blfrx,qbxar",B2
7734755,"igsyi,tiuvf",B3
6199335,"cgskx,mqxyl",C3
3646951,"lhwnm,vjpdg",A2
4795641,"uwlvu,bxrei",D1
2257127,"wvuor,sbtzl",C2
7514633,"ockyd,gjzag",C2
5801557,"esyez,vtllb",B3
1958712,"fduna,cagse",A4
9546273,"arlsh,ghmac",D3
0833035,"snolj,ughkj",A3
5210087,"nxagf,wcona",D1
9785737,"wqbex,nzdlg",B1
1393703,"cvbmv,nwcke",A5
6045362,"bhwfo,ocfgq",A5
1519383,"zlxeu,twbon",A3
3151051,"kdnct,ajyyq",A5
5810659,"wzoid,gdrvs",D2
1861968,"rdmyy,tilfo",A2
9608161,"wyzkp,zfagn",C1
8005623,"wiuxu,eshua",A5
4567246,"juqfx,nxaja",A5
6574432,"redqf,tiuti",D1
0560647,"uusme,lhvdf",A1
7947052,"shquy,nskxb",A1
4440125,"pjtbj,ihjbm",C1
3225572,"vprrm,azyea",D3
5137878,"gnmaa,tuaxg",A2
6657221,"lukxw,yvehc",A1
3595264,"svbho,pluey",A3
6492258,"xxzan,iaevg",A5
4489576,"sxxoe,wvxod",C2
1299552,"rveyz,evdvg",B1
3732911,"qvqki,udztx",A1
6583485,"bywrv,hsvxo",C1
5255864,"rpjhk,cdqjr",C1
1730491,"rrllr,mewpx",A4
0857269,"adwwr,gvafk",B1
7744647,"cyqtt,bthti",C3
8756527,"fkcoj,rurkl",A4
8566927,"qynoe,tfltv",B1
6782321,"zifkr,jvppb",D2
7128399,"meixq,ivucz",A2
0560674,"uugmy,twpsa",C3
9233799,"kawuf,hoavw",B3
2147848,"wznnz,cpdxk",A3
3350334,"todfi,ziwdz",B1
7793640,"qtjmp,pllgu",A4
0916771,"pvzww,qhjrf",A2
0058622,"tvzrm,gdzlx",A2
0083196,"nepkt,opolh",B3
3961072,"pmaha,anutx",A2
0458329,"evacf,qorrz",A3
6606283,"hwisl,qartf",D1
3944016,"ylwqh,rubko",D3
8199449,"dmsfd,cjcov",A5
5672358,"izdyp,ixxjx",B1
0546481,"gxalo,dgeid",B2
5069683,"nwwut,bkvmo",A5
1680481,"iaoxl,veywx",D1
3995059,"gsfpt,jazcf",C1
8870453,"ecjtf,jnyaw",B2
3663702,"pbkfd,kzbxw",C3
1731301,"awbjy,iiasj",B1
5574718,"zsioi,vxtzy",A4
7636085,"bnixs,dkwvq",B1
3258634,"talgt,bcnzi",B2
4699641,"qwzpj,byngy",A1
8445338,"czysj,snqzo",C2
6231104,"idtts,izlkt",D2
9374561,"yuvtu,xrvac",B1
3503520,"lqxnm,xdfml",A1
3579083,"vmwme,jljax",C1
6261604,"ppygb,quoce",D1
9799123,"iswfx,cflkb",C2
2237741,"aivtu,vuyta",A5
5095545,"zbwzl,ekuso",B1
3669430,"seijj,uxyyu",A1
8736209,"suuge,vcvom",B3
3428122,"ckdrs,plpex",A4
5033159,"yuiub,iwcpk",D1
7926784,"ldyro,cmvar",C1
8833954,"vwyjr,whfbc",C2
2159826,"scttn,gaqpc",A5
