EMPLID,Name,Grade
3117842,"wyjyi,recvp",C2
8306934,"jcrwp,ypkfl",B2
7937758,"xmaem,ogvsw",B2
0609592,"fjnkg,bdufd",D2
3589270,"fzgod,ytwcu",A1
9334827,"xmaxr,xldzs",B1
3194141,"eqsta,wuaua",A2
1772744,"kxuik,guxzl",A1
9161371,"rvvmx,wsnsh",C1
3040531,"twzrq,ppndz",D3
6607286,"gdupo,xzfui",D2
4611204,"pzqbs,pzwem",C1
4609840,"xezha,yfdya",A3
7349495,"tohdy,rnxqn",C1
5295123,"ittko,txnpv",D2
5896455,"fsomk,fmwgc",A2
2433024,"fyxxx,grydc",A2
9377614,"jjpaj,ixcjy",C1
4876931,"snzdk,qqqee",C2
7784335,"ducmn,wgypu",A1
1084382,"jgfwx,tokqt",A2
3880781,"yninu,oxkst",B1
0617776,"lethp,qgbit",D1
2156296,"fwbbe,hetks",C1
4858909,"hywhh,qkszz",A3
3640697,"hzhve,tndul",C2
6965220,"pcgpu,ewqaq",B2
6514703,"iahfa,gfkac",D2
2510515,"kbsdx,kxgjj",D1
8606686,"jzkpf,yczca",D1
0703419,"mnvio,pmmif",A4
5109952,"simif,rribk",C2
2491435,"oogwm,iylff",D2
0412150,"chbmi,vtnkj",C1
6991203,"nkvuv,zfpql",A4
9709360,"uuxdv,omjyv",B2
6473578,"umnua,canfy",D3
7101906,"ylzpu,fqplq",D2
0640198,"wcjgu,steaw",B3
6831942,"vosik,vimdp",D3
9577404,"pqmwn,wigsx",A1
2324999,"feizf,wsrff",D3
9421844,"easca,qpnol",D1
9076561,"nuwpf,tztnv",B1
4249041,"gaazc,dochj",A1
2060477,"debma,mqhgn",A3
1748867,"lhvvu,jvxig",C3
2318140,"oxqlh,iwpmu",D2
4330526,"ikgzx,diaom",A5
3533746,"dtrir,eggng",C3
9802921,"qyeva,ejbnp",A3
1759820,"mwpgi,ijxro",A2
1078817,"knfzj,knoim",B1
0917170,"xdeni,hnfgf",C3
9498596,"pmeff,ppwxj",D1
2719328,"srauh,clizs",C3
7580299,"lhjfa,mgrul",D3
7167820,"irmzn,zmtop",C2
0644488,"gfmdb,asqhk",D3
6801341,"iixeh,pnupf",D3
1655448,"rbcam,fqgit",D1
9499167,"kzvqd,xzvzf",A3
2422541,"napda,hjxys",A4
2383225,"xjezr,wiwwk",A2
4463584,"zyesm,gwhdl",B1
9165612,"qpmuw,cmdhl",A4
5124091,"oiohy,dzttx",C2
8718211,"dmrdf,xtvwk",D2
1860680,"jfgyd,kcryb",A2
0261525,"ailny,xxmgz",D1
6914027,"blycv,pheoy",C3
3024737,"bbfbu,zeijl",C1
8935174,"gibul,xsanq",A1
2086688,"dbvix,igsbk",B1
6636598,"yvcqn,zyxgw",C1
4567702,"ofyny,kypxh",A3
0731962,"sxjfh,eziwg",A3
7032685,"olbhw,geamh",A3
5266481,"nfimc,acdsf",D2
4445257,"tnqca,yyaie",C3
2229314,"yoyby,wgvyo",A1
8626010,"pvoli,ykfkk",A5
0606211,"atlby,qsjdh",D3
3824793,"grenu,mwewm",C3
1299486,"qleuy,ypiwp",A4
1864129,"akvlr,btnmk",B3
5742587,"ppewb,veglf",C1
9934907,"ouksw,nzbdy",C1
6344869,"sljry,gjzcb",D3
2870860,"xayan,ujmuk",A5
3010194,"duqce,zobdl",D2
0179702,"ztolc,sgont",A1
3301521,"hiimn,bqsmf",D3
3458234,"mnjpj,bdrtc",C1
2991907,"xvaij,efpie",B3
6812230,"juyaf,itlbs",A5
5430291,"grukw,pimyf",C2
7393708,"ynzvk,mynix",D2
2416770,"fgbxa,syhkz",A3
5977905,"ynxzc,mhicl",D2
2350714,"uabrb,aemlg",D3
3224968,"amxba,uwrbt",A4
4047335,"lobfo,udcxv",D2
4597252,"tayub,vhlww",A2
7948215,"aqrxe,sznji",C2
5203759,"bbyqu,yhyku",D2
1103817,"lmsjd,urvtg",D3
6263907,"iqzjl,axdhk",A1
6918090,"qycwp,biaym",A4
4220060,"bkmwp,hzywz",A5
7718536,"tjtfn,uimfx",C1
0016847,"auqxz,snisb",A1
6689392,"rwzat,jdtcv",A3
6613772,"sttqi,jbzgz",C3
4120041,"ejojl,swgpd",C3
7120533,"gabwj,qkmhv",C2
7954657,"qffos,anlyj",D3
2248386,"ianql,fnmlf",C1
6959472,"eqamb,vgdde",A2
1525387,"qhjfc,aobze",D2
6295267,"zyoci,bjpye",A5
1085696,"qmped,dqmwz",A4
7343517,"yhqvc,kmgct",C3
5420772,"zurum,whhzw",A2
2277568,"rybuw,biyda",D2
7576539,"scxzl,dzgdv",C2
4273420,"tjqmz,zruar",B3
2660926,"rqdfm,mmoas",B1
3263259,"lqzok,geboz",B2
5851714,"gjfjr,zrlvy",D2
1982080,"ofxud,esieg",A4
1410714,"sqiwg,kosxe",A5
9501207,"yqteh,ycbxk",D2
0899468,"jlhyp,dxduo",A4
6980909,"chfcq,ysqfq",B3
5251354,"fnunu,yziee",C1
6168042,"dstsx,pbblb",A5
8246065,"ogfwl,zmmvr",A2
5713412,"xzwkx,gcocp",A4
0619352,"owumj,vpnjg",C1
0435197,"isehl,gynzn",C2
3653354,"ebeun,fhhui",C3
5038988,"wkkaw,xsbla",A5
4423544,"fkhha,lxvaz",A5
0924464,"uvszp,xhmuu",C3
7938878,"kqfyp,tdpqo",D3
6998633,"mlyjt,ccjwk",D3
2501482,"eadek,fqfnl",A3
7356368,"rwvui,xorpn",C1
4847555,"dgayj,horwq",D2
1427328,"lafrf,bnwtw",A2
9549106,"tqsdu,vrslr",A3
3312973,"oiifd,rksdi",B2
1653477,"skgpz,qyght",D1
0087596,"vqeje,sxajt",B2
3223342,"oqbuj,kheta",A5
6360799,"qvwvu,qtgow",C3
5873333,"gwxcm,qanke",C3
8844386,"alsmz,jfdvt",B3
5760048,"foxxm,darvr",A1
3789011,"rrvys,kpqhp",A1
7818374,"hiinw,tmghv",C2
5238074,"afahf,tradx",D1
8437274,"qmtge,mnikm",A2
4706406,"gnhta,jzhng",C3
2394467,"ztipr,fxghe",A2
8278970,"jpxhj,ukiua",D1
3881477,"zxbjl,kkznh",B2
5989553,"idyje,bugxz",C3
9936738,"qiout,bqoxa",A4
3000104,"rkuwr,gaeyq",B2
1983459,"pykjq,wdgam",A2
5736121,"temla,mbhhe",A1
0261639,"xcmwa,fxidt",A2
4148891,"aydpm,qbfba",D1
8778468,"mbzbo,rbjkd",B3
6088759,"nzfeq,uswcx",C2
4618492,"alegn,gdhmz",C2
6871347,"nwybb,iuclf",C2
1409773,"jcrky,wgvwx",A4
9736508,"qulrb,ikxqa",D1
8293444,"hllyn,ytvmt",C1
5477831,"unrsf,nxbcx",C2
0440920,"ymntx,wuwox",A4
7901033,"dugqo,upsjs",A2
2613539,"jwgmo,zunda",A2
8160521,"kygwn,kjkae",D2
7162573,"ifkqu,gupok",B1
2030290,"dqxke,hsubu",A5
5300940,"vhiyb,yaoft",A1
6145112,"lvwio,fivgn",A4
2738630,"pkgyo,hivma",A1
